id	direction	compartment	gpr	name	enzyme	pathway	reference	equation
rxn01069_c0	=>	c0	(acIB-AMD-7.genome.CDS.1800) or (acIB-AMD-7.genome.CDS.1974)	O-Phospho-L-homoserine phospho-lyase (adding water)_c0	Unknown	Unknown	None	(1) cpd00001[c0] + (1) cpd00809[c0] => (1) cpd00161[c0] + (1) cpd00067[c0] + (1) cpd00009[c0]
rxn01997_c0	=>	c0	(acIB-AMD-7.genome.CDS.1465) or (acIB-AMD-7.genome.CDS.1555) or (acIB-AMD-7.genome.CDS.1943) or (acIB-AMD-7.genome.CDS.981) or (acIB-AMD-7.genome.CDS.986)	dTDPglucose 4,6-hydro-lyase_c0	Unknown	Unknown	None	(1) cpd00626[c0] => (1) cpd00521[c0] + (1) cpd00001[c0]
rxn00555_c0	<=>	c0	acIB-AMD-7.genome.CDS.1434	L-Glutamine:D-fructose-6-phosphate aminotransferase (hexose_c0	Unknown	Unknown	None	(1) cpd00072[c0] + (1) cpd00053[c0] <=> (1) cpd00023[c0] + (1) cpd00288[c0]
rxn05337_c0	<=>	c0	(acIB-AMD-7.genome.CDS.1189) or (acIB-AMD-7.genome.CDS.1907) or (acIB-AMD-7.genome.CDS.1861) or (acIB-AMD-7.genome.CDS.1662) or (acIB-AMD-7.genome.CDS.1123)	(3R)-3-Hydroxyhexanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase_c0	Unknown	Unknown	None	(1) cpd00006[c0] + (1) cpd11479[c0] <=> (1) cpd00067[c0] + (1) cpd11486[c0] + (1) cpd00005[c0]
rxn13783_c0	=>	c0	() and () and () and () and () and (acIB-AMD-7.genome.CDS.1139) and (acIB-AMD-7.genome.CDS.1309) and ((acIB-AMD-7.genome.CDS.1733) or (acIB-AMD-7.genome.CDS.1211)) and (acIB-AMD-7.genome.CDS.1804) and (acIB-AMD-7.genome.CDS.1949) and () and (acIB-AMD-7.genome.CDS.1460) and (acIB-AMD-7.genome.CDS.1950) and (acIB-AMD-7.genome.CDS.1779) and () and () and () and () and () and () and () and () and (acIB-AMD-7.genome.CDS.1777)	DNA replication_c0	Unknown	Unknown	None	 => (1) cpd17042[c0]
rxn09111_c0	<=>	c0	(acIB-AMD-7.genome.CDS.1427) or (acIB-AMD-7.genome.CDS.1822)	Phosphatidylglycerol synthase (n-C16:0)_c0	Unknown	Unknown	None	(1) cpd00080[c0] + (1) cpd15419[c0] <=> (1) cpd15545[c0] + (1) cpd00046[c0]
rxn09188_c0	<=>	c0	acIB-AMD-7.genome.CDS.1692	Proline dehydrogenase_c0	Unknown	Unknown	None	(1) cpd00015[c0] + (1) cpd00129[c0] <=> (1) cpd00982[c0] + (1) cpd02431[c0]
rxn01974_c0	<=>	c0	acIB-AMD-7.genome.CDS.1150	LL-2,6-Diaminoheptanedioate 2-epimerase_c0	Unknown	Unknown	None	(1) cpd00504[c0] <=> (1) cpd00516[c0]
rxn01274_c0	=>	c0	acIB-AMD-7.genome.CDS.1013	S-(2-Hydroxyacyl)glutathione hydrolase_c0	Unknown	Unknown	None	(1) cpd00001[c0] + (1) cpd02182[c0] => (1) cpd00067[c0] + (1) cpd00042[c0] + (1) cpd00221[c0]
rxn12645_c0	<=>	c0	(acIB-AMD-7.genome.CDS.1750) or (acIB-AMD-7.genome.CDS.742) or (acIB-AMD-7.genome.CDS.1618)	aminopeptidase_c0	Unknown	Unknown	None	(1) cpd11581[c0] + (1) cpd00001[c0] <=> (1) cpd00132[c0] + (1) cpd00033[c0]
rxn05385_c0	<=>	c0	(acIB-AMD-7.genome.CDS.1189) or (acIB-AMD-7.genome.CDS.1907) or (acIB-AMD-7.genome.CDS.1861) or (acIB-AMD-7.genome.CDS.1662) or (acIB-AMD-7.genome.CDS.1123)	5-methyl-3-oxo-hexanoyl-ACP:NADP+ oxidoreductase_c0	Unknown	Unknown	None	(1) cpd11521[c0] + (1) cpd00067[c0] + (1) cpd00005[c0] <=> (1) cpd00006[c0] + (1) cpd11522[c0]
rxn00915_c0	<=	c0	acIB-AMD-7.genome.CDS.1503	GMP:pyrophosphate phosphoribosyltransferase_c0	Unknown	Unknown	None	(1) cpd00126[c0] + (1) cpd00012[c0] <= (1) cpd00207[c0] + (1) cpd00103[c0]
rxn00299_c0	=>	c0	(acIB-AMD-7.genome.CDS.1501) or (acIB-AMD-7.genome.CDS.1346)	GTP 7,8-8,9-dihydrolase_c0	Unknown	Unknown	None	(1) cpd00001[c0] + (1) cpd00038[c0] => (1) cpd00067[c0] + (1) cpd02978[c0] + (1) cpd00047[c0]
rxn08089_c0	=>	c0	acIB-AMD-7.genome.CDS.1835	1-octadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:1)_c0	Unknown	Unknown	None	(1) cpd15328[c0] + (1) cpd11825[c0] => (1) cpd11493[c0] + (1) cpd15527[c0]
rxn00283_c0	<=>	c0	acIB-AMD-7.genome.CDS.1436	L-Alanine racemase_c0	Unknown	Unknown	None	(1) cpd00035[c0] <=> (1) cpd00117[c0]
rxn10212_c0	=>	c0	acIB-AMD-7.genome.CDS.1835	myristoyl-1-acylglycerol-3-phosphate O-acyltransferase_c0	Unknown	Unknown	None	(1) cpd15331[c0] + (1) cpd01695[c0] => (1) cpd15522[c0] + (1) cpd00010[c0]
rxn10221_c0	<=>	c0	acIB-AMD-7.genome.CDS.1932	anteisoheptadecanoyl-phosphatidate cytidylyltransferase_c0	Unknown	Unknown	None	(1) cpd15678[c0] + (1) cpd00052[c0] <=> (1) cpd15684[c0] + (1) cpd00012[c0]
rxn09177_c0	=>	c0	acIB-AMD-7.genome.CDS.1378	phosphopantothenate-cysteine ligase_c0	Unknown	Unknown	None	(1) cpd00084[c0] + (1) cpd02201[c0] + (1) cpd00052[c0] => (1) cpd00012[c0] + (1) cpd02666[c0] + (1) cpd00046[c0]
rxn10126_c0	=>	c0	(acIB-AMD-7.genome.CDS.1046) and (acIB-AMD-7.genome.CDS.1045)	succinate dehyrdogenase_c0	Unknown	Unknown	None	(1) cpd15560[c0] + (1) cpd00982[c0] => (1) cpd00015[c0] + (1) cpd15561[c0]
rxn08083_c0	=>	c0	acIB-AMD-7.genome.CDS.1835	1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C12:0)_c0	Unknown	Unknown	None	(1) cpd15325[c0] + (1) cpd11468[c0] => (1) cpd15521[c0] + (1) cpd11493[c0]
rxn03901_c0	=>	c0	acIB-AMD-7.genome.CDS.1060	Undecaprenyl-diphosphate phosphohydrolase_c0	Unknown	Unknown	None	(1) cpd02229[c0] + (1) cpd00001[c0] => (1) cpd00067[c0] + (1) cpd00009[c0] + (1) cpd00286[c0]
rxn02071_c0	=>	c0	acIB-AMD-7.genome.CDS.1144	D-Proline:oxygen oxidoreductase (deaminating)_c0	Unknown	Unknown	None	(1) cpd00567[c0] + (1) cpd00007[c0] => (1) cpd02235[c0] + (1) cpd00025[c0]
rxn00669_c0	<=>	c0	() and ((acIB-AMD-7.genome.CDS.1534) or (acIB-AMD-7.genome.CDS.1180))	Propanoate:CoA ligase (ADP-forming)_c0	Unknown	Unknown	None	(1) cpd00002[c0] + (1) cpd00141[c0] + (1) cpd00010[c0] <=> (1) cpd00086[c0] + (1) cpd00009[c0] + (1) cpd00008[c0]
rxn01333_c0	<=>	c0	(acIB-AMD-7.genome.CDS.1587) or (acIB-AMD-7.genome.CDS.1633)	Sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate_c0	Unknown	Unknown	None	(1) cpd00238[c0] + (1) cpd00102[c0] <=> (1) cpd00236[c0] + (1) cpd00072[c0]
rxn00303_c0	<=>	c0	acIB-AMD-7.genome.CDS.1011	ATP:GTP 3'-pyrophosphotransferase_c0	Unknown	Unknown	None	(1) cpd00002[c0] + (1) cpd00038[c0] <=> (1) cpd00018[c0] + (1) cpd02740[c0]
rxn00693_c0	<=>	c0	(acIB-AMD-7.genome.CDS.1980) or (acIB-AMD-7.genome.CDS.1600) or (acIB-AMD-7.genome.CDS.1070)	5-Methyltetrahydrofolate:L-homocysteine S-methyltransferase_c0	Unknown	Unknown	None	(1) cpd00345[c0] + (1) cpd00135[c0] <=> (1) cpd00060[c0] + (1) cpd00087[c0]
rxn03908_c0	<=>	c0	(acIB-AMD-7.genome.CDS.1380) or (acIB-AMD-7.genome.CDS.1846)	ATP: 4-(Cytidine 5'-diphospho)-2-C-methyl-D-erythritol_c0	Unknown	Unknown	None	(1) cpd08287[c0] + (1) cpd00002[c0] <=> (1) cpd08288[c0] + (1) cpd00008[c0]
rxn08308_c0	<=>	c0	acIB-AMD-7.genome.CDS.1932	CDP-diacylglycerol synthetase (n-C14:1)_c0	Unknown	Unknown	None	(1) cpd15523[c0] + (1) cpd00052[c0] <=> (1) cpd00012[c0] + (1) cpd15422[c0]
rxn02213_c0	=>	c0	(acIB-AMD-7.genome.CDS.1364) or (acIB-AMD-7.genome.CDS.1900) or (acIB-AMD-7.genome.CDS.1025)	3-Dehydroquinate hydro-lyase_c0	Unknown	Unknown	None	(1) cpd00699[c0] => (1) cpd00001[c0] + (1) cpd01716[c0]
rxn08669_c0	=>	c0	acIB-AMD-7.genome.CDS.1040	Glycerophosphodiester phosphodiesterase (Glycerophosphoglycerol)_c0	Unknown	Unknown	None	(1) cpd00001[c0] + (1) cpd02090[c0] => (1) cpd00080[c0] + (1) cpd00100[c0]
rxn02200_c0	<=>	c0	(acIB-AMD-7.genome.CDS.1347) or (acIB-AMD-7.genome.CDS.1500)	2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine:4-_c0	Unknown	Unknown	None	(1) cpd00954[c0] + (1) cpd00443[c0] <=> (1) cpd00683[c0] + (1) cpd00001[c0]
rxn05397_c0	<=>	c0	(acIB-AMD-7.genome.CDS.1189) or (acIB-AMD-7.genome.CDS.1907) or (acIB-AMD-7.genome.CDS.1861) or (acIB-AMD-7.genome.CDS.1662) or (acIB-AMD-7.genome.CDS.1123)	11-methyl-3-oxo-dodecanoyl-ACP:NADP+ oxidoreductase_c0	Unknown	Unknown	None	(1) cpd00067[c0] + (1) cpd11533[c0] + (1) cpd00005[c0] <=> (1) cpd11534[c0] + (1) cpd00006[c0]
rxn00506_c0	=>	c0	(acIB-AMD-7.genome.CDS.1491) or (acIB-AMD-7.genome.CDS.1289) or (acIB-AMD-7.genome.CDS.1489) or (acIB-AMD-7.genome.CDS.1490) or (acIB-AMD-7.genome.CDS.1863) or (acIB-AMD-7.genome.CDS.1290)	Acetaldehyde:NAD+ oxidoreductase_c0	Unknown	Unknown	None	(1) cpd00001[c0] + (1) cpd00003[c0] + (1) cpd00071[c0] => (2) cpd00067[c0] + (1) cpd00004[c0] + (1) cpd00029[c0]
rxn01388_c0	<=>	c0	() and (acIB-AMD-7.genome.CDS.1569)	isocitrate hydro-lyase_c0	Unknown	Unknown	None	(1) cpd00260[c0] <=> (1) cpd00331[c0] + (1) cpd00001[c0]
rxn10214_c0	=>	c0	acIB-AMD-7.genome.CDS.1835	isoheptadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase_c0	Unknown	Unknown	None	(1) cpd11432[c0] + (1) cpd15671[c0] => (1) cpd15677[c0] + (1) cpd00010[c0]
rxn01791_c0	=>	c0	(acIB-AMD-7.genome.CDS.1497) or (acIB-AMD-7.genome.CDS.1350)	(R)-Pantoate:beta-alanine ligase (AMP-forming)_c0	Unknown	Unknown	None	(1) cpd00085[c0] + (1) cpd00002[c0] + (1) cpd00408[c0] => (1) cpd00018[c0] + (1) cpd00644[c0] + (1) cpd00012[c0]
rxn03446_c0	=>	c0	(acIB-AMD-7.genome.CDS.1800) or (acIB-AMD-7.genome.CDS.1974)	O-Phospho-4-hydroxy-L-threonine phospho-lyase (adding water)_c0	Unknown	Unknown	None	(1) cpd00001[c0] + (1) cpd03607[c0] => (1) cpd03608[c0] + (1) cpd00067[c0] + (1) cpd00009[c0]
rxn01143_c0	<=>	c0	acIB-AMD-7.genome.CDS.1062	ATP:thymidine 5'-phosphotransferase_c0	Unknown	Unknown	None	(1) cpd00002[c0] + (1) cpd00184[c0] <=> (1) cpd00298[c0] + (1) cpd00008[c0]
rxn01316_c0	<=	c0	acIB-AMD-7.genome.CDS.1184	N-Acetylneuraminate pyruvate-lyase (pyruvate-phosphorylating)_c0	Unknown	Unknown	None	(1) cpd00067[c0] + (1) cpd00009[c0] + (1) cpd00232[c0] <= (1) cpd00001[c0] + (1) cpd00492[c0] + (1) cpd00061[c0]
rxn10263_c0	<=>	c0	(acIB-AMD-7.genome.CDS.1427) or (acIB-AMD-7.genome.CDS.1822)	anteisopentadecanoyl-CDPdiacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase_c0	Unknown	Unknown	None	(1) cpd00080[c0] + (1) cpd15687[c0] <=> (1) cpd15720[c0] + (1) cpd00046[c0]
rxn10113_c0	=>	c0	() and () and () and () and () and () and () and (acIB-AMD-7.genome.CDS.1690) and () and ()	cytochrome oxidase bo3 (ubiquinol-8: 2.5 protons)_c0	Unknown	Unknown	None	(2.5) cpd00067[c0] + (1) cpd15561[c0] + (0.5) cpd00007[c0] => (2.5) cpd00067[e0] + (1) cpd00001[c0] + (1) cpd15560[c0]
rxn00559_c0	<=>	c0	acIB-AMD-7.genome.CDS.1420	D-Mannose-6-phosphate ketol-isomerase_c0	Unknown	Unknown	None	(1) cpd00235[c0] <=> (1) cpd00072[c0]
rxn00208_c0	=>	c0	acIB-AMD-7.genome.CDS.1605	Pyridoxamine-5'-phosphate:oxygen oxidoreductase (deaminating)_c0	Unknown	Unknown	None	(1) cpd00001[c0] + (1) cpd00493[c0] + (1) cpd00007[c0] => (1) cpd00016[c0] + (1) cpd00013[c0] + (1) cpd00025[c0]
rxn10043_c0	<=>	c0	() and () and (acIB-AMD-7.genome.CDS.1695) and (acIB-AMD-7.genome.CDS.1696)	cytochrome-c oxidase (H+/e- = 2)_c0	Unknown	Unknown	None	(6) cpd00067[c0] + (2) cpd00110[c0] + (0.5) cpd00007[c0] <=> (4) cpd00067[e0] + (1) cpd00001[c0] + (2) cpd00109[c0]
rxn12510_c0	<=>	c0	((acIB-AMD-7.genome.CDS.1494) or (acIB-AMD-7.genome.CDS.1353)) or (acIB-AMD-7.genome.CDS.1870)	ATP:pantothenate 4'-phosphotransferase_c0	Unknown	Unknown	None	(1) cpd00002[c0] + (1) cpd00644[c0] <=> (1) cpd02201[c0] + (1) cpd00008[c0]
rxn00161_c0	=>	c0	acIB-AMD-7.genome.CDS.1057	(S)-Malate:NADP+ oxidoreductase(oxaloacetate-decarboxylating)_c0	Unknown	Unknown	None	(1) cpd00130[c0] + (1) cpd00006[c0] => (1) cpd00020[c0] + (1) cpd00011[c0] + (1) cpd00005[c0]
rxn02380_c0	<=>	c0	acIB-AMD-7.genome.CDS.1588	beta-D-Glucose 6-phosphate ketol-isomerase_c0	Unknown	Unknown	None	(1) cpd00863[c0] <=> (1) cpd00072[c0]
rxn09114_c0	<=>	c0	(acIB-AMD-7.genome.CDS.1427) or (acIB-AMD-7.genome.CDS.1822)	Phosphatidylglycerol synthase (n-C18:1)_c0	Unknown	Unknown	None	(1) cpd15420[c0] + (1) cpd00080[c0] <=> (1) cpd15548[c0] + (1) cpd00046[c0]
rxn01635_c0	<=	c0	acIB-AMD-7.genome.CDS.1147	1-Pyrroline-4-hydroxy-2-carboxylate aminohydrolase (decyclizing)_c0	Unknown	Unknown	None	(1) cpd00067[c0] + (1) cpd02626[c0] + (1) cpd00001[c0] <= (1) cpd00340[c0] + (1) cpd00013[c0]
rxn12845_c0	<=>	c0	(acIB-AMD-7.genome.CDS.1750) or (acIB-AMD-7.genome.CDS.742) or (acIB-AMD-7.genome.CDS.1618)	Gly-Leu aminopeptidase_c0	Unknown	Unknown	None	(1) cpd15604[c0] + (1) cpd00001[c0] <=> (1) cpd00107[c0] + (1) cpd00033[c0]
rxn00085_c0	<=>	c0	(acIB-AMD-7.genome.CDS.1303) and (acIB-AMD-7.genome.CDS.1304)	L-Glutamate:NADP+ oxidoreductase (transaminating)_c0	Unknown	Unknown	None	(1) cpd00006[c0] + (2) cpd00023[c0] <=> (1) cpd00067[c0] + (1) cpd00024[c0] + (1) cpd00053[c0] + (1) cpd00005[c0]
rxn11702_c0	=>	c0	acIB-AMD-7.genome.CDS.1403	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate_c0	Unknown	Unknown	None	(1) cpd00658[c0] + (1) cpd00067[c0] + (1) cpd00024[c0] => (1) cpd16335[c0] + (1) cpd00011[c0]
rxn05340_c0	<=>	c0	(acIB-AMD-7.genome.CDS.1189) or (acIB-AMD-7.genome.CDS.1907) or (acIB-AMD-7.genome.CDS.1861) or (acIB-AMD-7.genome.CDS.1662) or (acIB-AMD-7.genome.CDS.1123)	(3R)-3-Hydroxydodecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase_c0	Unknown	Unknown	None	(1) cpd00006[c0] + (1) cpd11480[c0] <=> (1) cpd11489[c0] + (1) cpd00067[c0] + (1) cpd00005[c0]
rxn00295_c0	<=>	c0	(acIB-AMD-7.genome.CDS.1511) or (acIB-AMD-7.genome.CDS.1181) or (acIB-AMD-7.genome.CDS.1512) or (acIB-AMD-7.genome.CDS.1516) or (acIB-AMD-7.genome.CDS.1519)	UDP-N-acetyl-D-glucosamine 4-epimerase_c0	Unknown	Unknown	None	(1) cpd00037[c0] <=> (1) cpd00175[c0]
rxn01368_c0	=>	c0	(acIB-AMD-7.genome.CDS.1286) or (acIB-AMD-7.genome.CDS.1486)	Cytidine aminohydrolase_c0	Unknown	Unknown	None	(1) cpd00367[c0] + (1) cpd00067[c0] + (1) cpd00001[c0] => (1) cpd00249[c0] + (1) cpd00013[c0]
rxn08309_c0	<=>	c0	acIB-AMD-7.genome.CDS.1932	CDP-diacylglycerol synthetase (n-C16:0)_c0	Unknown	Unknown	None	(1) cpd15524[c0] + (1) cpd00052[c0] <=> (1) cpd00012[c0] + (1) cpd15419[c0]
rxn05461_c0	<=>	c0	(acIB-AMD-7.genome.CDS.1189) or (acIB-AMD-7.genome.CDS.1907) or (acIB-AMD-7.genome.CDS.1861) or (acIB-AMD-7.genome.CDS.1662) or (acIB-AMD-7.genome.CDS.1123)	3-Hydroxyoctodecanoyl-ACP:NADP+ oxidoreductase_c0	Unknown	Unknown	None	(1) cpd00067[c0] + (1) cpd11570[c0] + (1) cpd00005[c0] <=> (1) cpd00006[c0] + (1) cpd11571[c0]
rxn08312_c0	<=>	c0	acIB-AMD-7.genome.CDS.1932	CDP-diacylglycerol synthetase (n-C18:1)_c0	Unknown	Unknown	None	(1) cpd15527[c0] + (1) cpd00052[c0] <=> (1) cpd15420[c0] + (1) cpd00012[c0]
rxn05144_c0	=>	c0	(acIB-AMD-7.genome.CDS.1003) or (acIB-AMD-7.genome.CDS.1004)	rxn05144_c0	Unknown	Unknown	None	(1) cpd00171[c0] + (1) cpd00102[c0] + (1) cpd00053[c0] => (2) cpd00067[c0] + (1) cpd00016[c0] + (1) cpd00009[c0] + (3) cpd00001[c0] + (1) cpd00023[c0]
rxn00772_c0	<=>	c0	(acIB-AMD-7.genome.CDS.1111) or (acIB-AMD-7.genome.CDS.1666)	ATP:D-ribose 5-phosphotransferase_c0	Unknown	Unknown	None	(1) cpd00105[c0] + (1) cpd00002[c0] <=> (1) cpd00008[c0] + (1) cpd00101[c0]
rxn00410_c0	<=>	c0	acIB-AMD-7.genome.CDS.1954	UTP:ammonia ligase(ADP-forming)_c0	Unknown	Unknown	None	(1) cpd00002[c0] + (1) cpd00013[c0] + (1) cpd00062[c0] <=> (2) cpd00067[c0] + (1) cpd00009[c0] + (1) cpd00008[c0] + (1) cpd00052[c0]
rxn05160_c0	=>	c0	() and ((acIB-AMD-7.genome.CDS.1110) or (acIB-AMD-7.genome.CDS.1706)) and ((acIB-AMD-7.genome.CDS.1707) or (acIB-AMD-7.genome.CDS.1109) or (acIB-AMD-7.genome.CDS.1873)) and ()	D-Ribose ABC transport_c0	Unknown	Unknown	None	(1) cpd00105[e0] + (1) cpd00002[c0] + (1) cpd00001[c0] => (1) cpd00067[c0] + (1) cpd00105[c0] + (1) cpd00009[c0] + (1) cpd00008[c0]
rxn05368_c0	<=>	c0	(acIB-AMD-7.genome.CDS.1189) or (acIB-AMD-7.genome.CDS.1907) or (acIB-AMD-7.genome.CDS.1861) or (acIB-AMD-7.genome.CDS.1662) or (acIB-AMD-7.genome.CDS.1123)	8-methyl-3-oxo-decanoyl-ACP:NADP+ oxidoreductase_c0	Unknown	Unknown	None	(1) cpd00067[c0] + (1) cpd11504[c0] + (1) cpd00005[c0] <=> (1) cpd00006[c0] + (1) cpd11505[c0]
rxn01000_c0	=>	c0	acIB-AMD-7.genome.CDS.1041	Prephenate hydro-lyase (decarboxylating)_c0	Unknown	Unknown	None	(1) cpd00219[c0] + (1) cpd00067[c0] => (1) cpd00001[c0] + (1) cpd00011[c0] + (1) cpd00143[c0]
rxn00675_c0	=>	c0	(acIB-AMD-7.genome.CDS.1534) or (acIB-AMD-7.genome.CDS.1180)	Propinol adenylate:CoA ligase (AMP-forming)_c0	Unknown	Unknown	None	(1) cpd00010[c0] + (1) cpd03560[c0] => (1) cpd00086[c0] + (1) cpd00018[c0]
rxn01138_c0	<=>	c0	acIB-AMD-7.genome.CDS.1630	Adenosine:orthophosphate ribosyltransferase_c0	Unknown	Unknown	None	(1) cpd00067[c0] + (1) cpd00182[c0] + (1) cpd00009[c0] <=> (1) cpd00475[c0] + (1) cpd00128[c0]
rxn00134_c0	<=>	c0	acIB-AMD-7.genome.CDS.1698	ATP:adenosine 5'-phosphotransferase_c0	Unknown	Unknown	None	(1) cpd00002[c0] + (1) cpd00182[c0] <=> (1) cpd00018[c0] + (1) cpd00008[c0]
rxn10211_c0	=>	c0	acIB-AMD-7.genome.CDS.1835	palmitoyl-1-acylglycerol-3-phosphate O-acyltransferase_c0	Unknown	Unknown	None	(1) cpd00134[c0] + (1) cpd15327[c0] => (1) cpd15524[c0] + (1) cpd00010[c0]
rxn12641_c0	<=>	c0	(acIB-AMD-7.genome.CDS.1750) or (acIB-AMD-7.genome.CDS.742) or (acIB-AMD-7.genome.CDS.1618)	aminopeptidase_c0	Unknown	Unknown	None	(1) cpd00001[c0] + (1) cpd11585[c0] <=> (1) cpd00035[c0] + (1) cpd00033[c0]
rxn10315_c0	<=>	c0	(acIB-AMD-7.genome.CDS.978) or (acIB-AMD-7.genome.CDS.1966) or (acIB-AMD-7.genome.CDS.1199)	isohexadecanoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted_c0	Unknown	Unknown	None	(1) cpd15754[c0] + (24) cpd00037[c0] <=> (24) cpd00014[c0] + (1) cpd15772[c0]
rxn00239_c0	<=>	c0	acIB-AMD-7.genome.CDS.1376	ATP:(d)GMP phosphotransferase_c0	Unknown	Unknown	None	(1) cpd00002[c0] + (1) cpd00126[c0] <=> (1) cpd00008[c0] + (1) cpd00031[c0]
rxn00612_c0	<=>	c0	acIB-AMD-7.genome.CDS.1836	sn-Glycerol-3-phosphate:NADP+ 2-oxidoreductase_c0	Unknown	Unknown	None	(1) cpd00006[c0] + (1) cpd00080[c0] <=> (1) cpd00067[c0] + (1) cpd00095[c0] + (1) cpd00005[c0]
rxn05418_c0	<=>	c0	(acIB-AMD-7.genome.CDS.1189) or (acIB-AMD-7.genome.CDS.1907) or (acIB-AMD-7.genome.CDS.1861) or (acIB-AMD-7.genome.CDS.1662) or (acIB-AMD-7.genome.CDS.1123)	8-methyl-3-oxo-nonanoyl-ACP:NADP+ oxidoreductase_c0	Unknown	Unknown	None	(1) cpd11554[c0] + (1) cpd00067[c0] + (1) cpd00005[c0] <=> (1) cpd11555[c0] + (1) cpd00006[c0]
rxn00711_c0	<=	c0	((acIB-AMD-7.genome.CDS.1904) or (acIB-AMD-7.genome.CDS.1058) or (acIB-AMD-7.genome.CDS.1368) or (acIB-AMD-7.genome.CDS.1029)) and ((acIB-AMD-7.genome.CDS.1904) or (acIB-AMD-7.genome.CDS.1368) or (acIB-AMD-7.genome.CDS.1029))	UMP:pyrophosphate phosphoribosyltransferase_c0	Unknown	Unknown	None	(1) cpd00091[c0] + (1) cpd00012[c0] <= (1) cpd00092[c0] + (1) cpd00103[c0]
rxn10309_c0	<=>	c0	(acIB-AMD-7.genome.CDS.978) or (acIB-AMD-7.genome.CDS.1966) or (acIB-AMD-7.genome.CDS.1199)	stearoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted_c0	Unknown	Unknown	None	(1) cpd15748[c0] + (24) cpd00037[c0] <=> (24) cpd00014[c0] + (1) cpd15766[c0]
rxn12633_c0	<=>	c0	(acIB-AMD-7.genome.CDS.1750) or (acIB-AMD-7.genome.CDS.742) or (acIB-AMD-7.genome.CDS.1618)	aminopeptidase_c0	Unknown	Unknown	None	(1) cpd00001[c0] + (1) cpd11593[c0] <=> (1) cpd00041[c0] + (1) cpd00035[c0]
rxn04113_c0	=>	c0	acIB-AMD-7.genome.CDS.1240	isopentenyl-diphosphate:NAD(P)+ oxidoreductase_c0	Unknown	Unknown	None	(1) cpd00067[c0] + (1) cpd08615[c0] + (1) cpd00005[c0] => (1) cpd00113[c0] + (1) cpd00006[c0] + (1) cpd00001[c0]
rxn00499_c0	<=>	c0	(acIB-AMD-7.genome.CDS.1121) or (acIB-AMD-7.genome.CDS.1908) or (acIB-AMD-7.genome.CDS.1712)	(S)-Lactate:NAD+ oxidoreductase_c0	Unknown	Unknown	None	(1) cpd00159[c0] + (1) cpd00003[c0] <=> (1) cpd00067[c0] + (1) cpd00020[c0] + (1) cpd00004[c0]
rxn05024_c0	=>	c0	acIB-AMD-7.genome.CDS.1401	rxn05024_c0	Unknown	Unknown	None	(1) cpd00067[c0] + (1) cpd02021[c0] => (1) cpd00001[c0] + (1) cpd11217[c0]
rxn03174_c0	<=	c0	(acIB-AMD-7.genome.CDS.1501) or (acIB-AMD-7.genome.CDS.1346)	2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)_c0	Unknown	Unknown	None	(1) cpd00001[c0] + (1) cpd02978[c0] <= (1) cpd03666[c0]
rxn06586_c0	<=>	c0	(acIB-AMD-7.genome.CDS.1754) or (acIB-AMD-7.genome.CDS.1753)	3-methylbutanoyl-CoA:enzyme N6-(dihydrolipoyl)lysine_c0	Unknown	Unknown	None	(1) cpd01882[c0] + (1) cpd00449[c0] <=> (1) cpd14699[c0] + (1) cpd00010[c0]
rxn00763_c0	<=>	c0	acIB-AMD-7.genome.CDS.1107	Glycerol:NAD+ oxidoreductase_c0	Unknown	Unknown	None	(1) cpd00003[c0] + (1) cpd00100[c0] <=> (1) cpd00067[c0] + (1) cpd00004[c0] + (1) cpd00448[c0]
rxn10174_c0	=>	c0	acIB-AMD-7.genome.CDS.1659	maltohexaose transport via ABC system_c0	Unknown	Unknown	None	(1) cpd00002[c0] + (1) cpd00001[c0] + (1) cpd01329[e0] => (1) cpd00067[c0] + (1) cpd00009[c0] + (1) cpd01329[c0] + (1) cpd00008[c0]
rxn05393_c0	<=>	c0	(acIB-AMD-7.genome.CDS.1189) or (acIB-AMD-7.genome.CDS.1907) or (acIB-AMD-7.genome.CDS.1861) or (acIB-AMD-7.genome.CDS.1662) or (acIB-AMD-7.genome.CDS.1123)	9-methyl-3-oxo-decanoyl-ACP:NADP+ oxidoreductase_c0	Unknown	Unknown	None	(1) cpd11529[c0] + (1) cpd00067[c0] + (1) cpd00005[c0] <=> (1) cpd00006[c0] + (1) cpd11530[c0]
