	log2_avg_rpkm
group01366	0.0
group01367	0.0
group01368	0.0
group01373	0.0
group01376	9.98395358594
group01377	0.0
group01378	7.42616146331
group01383	0.0
group01387	0.0
group01390	0.0
group01394	0.0
group01396	7.94581881666
group01397	0.0
group01400	0.0
group01402	7.77195273598
group01404	9.33387720308
group01406	12.4980129969
group01409	9.14642067541
group01410	6.67607460089
group01414	6.30156320884
group01419	9.33547324401
group01436	0.0
group01437	0.0
group01446	6.77758176613
group01447	0.0
group01451	0.0
group01472	0.0
group01473	9.83092107247
group01474	9.63643380906
group01476	7.30647569527
group01483	7.73214114934
group01484	7.94861591844
group01487	13.2652456778
group01488	8.92852327059
group01494	0.0
group01495	13.2981487239
group01504	0.0
group01507	0.0
group01511	13.3446525152
group01512	14.7941568205
group01513	6.95816274342
group01519	9.53797178401
group01522	0.0
group01524	8.48247895224
group01525	0.0
group01527	0.0
group01528	0.0
group01543	0.0
group01566	13.3523740048
group01572	8.14767345548
group01573	0.0
group01586	0.0
group01589	17.0885522174
group01590	9.88386099517
group01592	0.0
group01597	0.0
group01600	0.0
group01606	0.0
group01607	8.90372431502
group01608	10.4158629989
group01609	7.69981137089
group01631	0.0
group01642	15.7797709371
group01643	13.4449662458
group01644	0.0
group01648	0.0
group01667	0.0
group01668	0.0
group01669	6.93932929243
group01676	7.30425752589
group01677	0.0
group01680	0.0
group01684	9.11881939596
group01687	10.5029118701
group01694	0.0
group01695	0.0
group01700	0.0
group01707	7.50859033809
group01708	8.09183692218
group01727	0.0
group01728	0.0
group01732	0.0
group01738	0.0
group01739	0.0
group01740	0.0
group01741	0.0
group01742	10.0277400111
group01745	7.97292548422
group01756	7.48640208909
group01768	0.0
group01772	0.0
group01776	0.0
group01784	0.0
group01785	8.58920987259
group01788	8.8630758916
group01791	0.0
group01798	0.0
group01800	0.0
group01815	5.68733039892
group01816	0.0
group01817	0.0
group01822	0.0
group01823	0.0
group01826	0.0
group01830	8.73787922809
group01832	15.7359815856
group01846	7.91393643661
group01851	0.0
group01863	0.0
group01874	0.0
group01888	9.12096081499
group01895	0.0
group01900	0.0
group01901	14.2658706003
group01902	0.0
group01921	0.0
group01946	9.16261849405
group01947	12.408669072
group01963	0.0
group01964	0.0
group01974	0.0
group01980	13.1446948924
group01998	7.41505507669
group02012	8.22228066941
group02013	7.53438072267
group02014	6.46497873271
group02015	0.0
group02017	0.0
group02018	0.0
group02019	0.0
group02027	7.1104933474
group02033	0.0
group02036	9.86566425941
group02055	0.0
group02056	0.0
group02083	13.8181629387
group02097	7.90757823399
group02098	7.85137997523
group02132	7.40196552418
group02141	0.0
group02142	0.0
group02143	9.86464625709
group02144	0.0
group02145	0.0
group02146	0.0
group02147	0.0
group02184	6.56955938898
group02185	9.92185976629
group02187	5.04639159484
group02188	0.0
group02280	0.0
group02281	0.0
group02317	13.1341618346
group02334	7.923761748
group02348	9.34092435972
group02351	9.93034847334
group02352	0.0
group02355	0.0
group02356	0.0
group02357	0.0
group02358	0.0
group02360	8.88243769349
group02376	13.1823869197
group02380	0.0
group02382	7.05327188375
group02383	8.24374586835
group02384	6.5025320551
group02385	7.3056111692
group02396	0.0
group02468	0.0
group02500	5.04037533214
group02578	13.2169727114
group02584	8.78601961546
group02611	0.0
group02621	0.0
group02622	8.25222499659
group02630	0.0
group02631	0.0
group02632	0.0
group02634	0.0
group02635	16.9982894827
group02636	0.0
group02638	0.0
group02639	0.0
group02641	0.0
group02642	0.0
group02643	0.0
group02645	0.0
group02646	0.0
group02647	0.0
group02648	0.0
group02650	0.0
group02651	0.0
group02652	11.0954721996
group02653	0.0
group02654	10.0432747666
group02655	10.409693748
group02696	7.26068687749
group02699	6.91881584699
group02705	8.94449812705
group02706	13.2690220071
group02707	8.34393886708
group02708	0.0
group02791	0.0
group02849	0.0
group02863	0.0
group02864	0.0
group02865	0.0
group02866	9.90358660322
group02867	0.0
group02868	0.0
group02869	0.0
group02870	0.0
group02871	0.0
group04005	0.0
group04006	0.0
group04007	0.0
group04008	0.0
group04009	0.0
group04010	0.0
group04011	0.0
group04012	0.0
group04013	0.0
group04014	0.0
group04015	0.0
group04016	0.0
group04017	0.0
group04018	0.0
group04019	9.23910975959
group04020	7.43801493503
group04021	0.0
group04022	8.24043096704
group04023	7.37113753336
group04024	7.9820270072
group04025	6.13798783639
group04026	0.0
group04027	0.0
group04028	10.9661964853
group04029	0.0
group04030	7.70024094155
group04031	0.0
group04032	0.0
group04048	0.0
group04049	0.0
group04050	0.0
group04051	0.0
group04052	0.0
group04053	0.0
group04054	0.0
group04055	0.0
group04056	0.0
group04057	0.0
group04058	0.0
group04059	0.0
group04060	0.0
group04061	0.0
group04062	17.50777919
group04063	0.0
group04064	0.0
group04065	0.0
group04066	0.0
group04067	0.0
group04068	13.4389886129
group04069	0.0
group04070	0.0
group04071	0.0
group04072	0.0
group04073	0.0
group04074	0.0
group04075	0.0
group04076	0.0
group04077	0.0
group04078	0.0
group04079	0.0
group04080	0.0
group04081	0.0
group04082	0.0
group04083	0.0
group04084	0.0
group04085	9.14212583236
group04086	0.0
group04087	0.0
group04088	0.0
group04089	0.0
group04090	0.0
group04091	0.0
group04092	0.0
group04093	0.0
group04094	0.0
group04095	0.0
group04096	0.0
group04097	0.0
group04098	0.0
group04099	0.0
group04100	0.0
group04101	0.0
group04102	0.0
group04103	0.0
group04104	0.0
group04105	0.0
group04106	0.0
group04107	0.0
group04108	0.0
group04109	0.0
group04110	0.0
group04111	0.0
group04112	0.0
group04113	0.0
group04114	0.0
group04115	0.0
group04116	0.0
group04117	0.0
group04118	0.0
group04119	0.0
group04120	0.0
group04121	0.0
group04122	0.0
group04123	0.0
group04124	0.0
group04125	0.0
group04126	0.0
group04127	0.0
group04128	0.0
group04129	0.0
group04130	0.0
group04131	0.0
group04132	0.0
group04133	9.85115838457
group04134	0.0
group04135	0.0
group04136	0.0
group04137	0.0
group04138	0.0
group04139	0.0
group04140	9.46765295912
group04141	0.0
group04142	0.0
group04143	0.0
group04144	0.0
group04145	0.0
group04146	0.0
group04147	0.0
group04148	0.0
group04149	0.0
group04150	0.0
group04151	0.0
group04152	0.0
group04153	0.0
group04154	0.0
group04155	0.0
group04156	0.0
group04157	0.0
group04158	0.0
